id,description,theme,genre
1010357,"After a construction project begins digging in their neighbourhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. The three embark on a secret adventure to crack the code and follow it to its source, and discover a mysterious being from another world who desperately needs their help. The journey that follows will change all their lives forever.","Monsters, aliens, sci-fi and the apocalypse|Action-packed space and alien sagas|Adorable animals and heartwarming families",Family|Science Fiction|Adventure
1007004,"Toni, a tomboyish boxer, lands a spot on an after-school drill team in the West End community of Cincinnati. She eagerly absorbs routines, masters drills, and even pierces her own ears to fit in. It’s the joy of her first friendships and her discovery of dance. Shortly after Toni joins the team, most of the girls on the team suffer from episodes of fainting, swooning, and shaking in a seemingly uncontrollable catharsis. Nobody can explain the mysterious outbreak. These fits soon transform into a rite of passage as the trauma draws the other girls closer together. Caught between her need for control and her desire for acceptance, Toni must decide how far she will go to embody her new ideals.",Underdogs and coming of age|Student coming-of-age challenges,Drama
1004603,1921 New York. An immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.,Moving relationship stories|Captivating relationships and charming romance|Powerful stories of heartbreak and suffering|Powerful poetic and passionate drama|Passion and romance|Heartbreaking and moving family drama,Drama|Romance
1018559,"Roy and Bo leave their small town the weekend after graduation for a short road trip to LA. Soon, they find themselves lashing out and leaving a trail of bodies behind them. The violence escalates throughout.","Intense violence and sexual transgression|Underdogs and coming of age|Gory, gruesome, and slasher horror|Gripping, intense violent crime|Graphic violence and brutal revenge|Violent action, guns, and crime|Violent crime and drugs",Thriller|Drama|Crime
1014907,"Burdened with visions of the future in their dreams, a young woman and two men try to prevent horrible events before they actually happen.",Relationship comedy|Captivating relationships and charming romance|Suspenseful crime thrillers,Drama
1002892,"American tourist Frank meets mysterious British woman Elsie on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",High speed and special ops|Relationship comedy|Exciting spy thrillers with tense intrigue|Heists and thrilling action|Intriguing and suspenseful murder mysteries|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements,Romance|Action|Thriller
1038269,"The dream is unusually vivid: Bank employee Vince Grayson finds himself murdering a man in a sinister octagonal-shaped room lined with mirrors while a mysterious woman breaks into a safe. It is so vivid that Vince suspects it may have really happened. To get the dream off his mind, he goes on a picnic with some relatives. When a thunderstorm forces his party into a nearby mansion, Vince discovers that the bizarre room does exist, and it means nothing but trouble.",Thrillers and murder mysteries|Intriguing and suspenseful murder mysteries|Noir and dark crime dramas|Suspenseful crime thrillers|Gothic and eerie haunting horror|Twisted dark psychological thriller,Thriller|Mystery|Drama|Crime
1003782,"It's New Year's Eve. Three drunkards evoke a legend. The legend tells that the last person to die in a year, if he is a great sinner, will have to drive during the whole year the Phantom Chariot, that picks up the souls of the dead.","Humanity and the world around us|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror",Horror|Fantasy|Drama
1027078,"National Security agent Fatima receives a tip that a terrorist attack against Sweden is in the planning stage. Meanwhile Sulle, a teenage girl in Stockholm, gets interested in her student assistant who opens doors to a new and fascinating world - the true path. Kalifat is a thriller about the intermingled fates of five young women who get caught up in the seducing and destroying force of religious fundamentalism.",Moving relationship stories|Intense political and terrorist thrillers|Twisted dark psychological thriller|Suspenseful crime thrillers,Drama
1007933,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",Underdogs and coming of age|Inspiring sports underdog stories|Underdog fighting and boxing stories,History|Drama
1000260,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",Humanity and the world around us|Moving relationship stories|Emotional and captivating fantasy storytelling|Captivating relationships and charming romance|Touching and sentimental family stories|Tragic sadness and captivating beauty|Surreal and thought-provoking visions of life and death,Romance|Animation|Drama
1004947,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",Intense violence and sexual transgression|Humanity and the world around us|Emotional and touching family dramas|Challenging or sexual themes & twists|Adorable animals and heartwarming families,Adventure|Drama
1013080,"At the lowest point of his life, Richie gets a call from his estranged sister, asking him to look after his eleven-year-old niece, Sophia, for a few hours.",Moving relationship stories|Touching and sentimental family stories|Powerful stories of heartbreak and suffering,Drama
1011920,"Veronica, an aging film star, retreats to the Scottish countryside with her nurse Desi to recover from  a double mastectomy. While there, mysterious forces give Veronica the power to enact revenge within her dreams.","Horror, the undead and monster classics|Terrifying, haunted, and supernatural horror|Gothic and eerie haunting horror|Twisted dark psychological thriller",Drama|Thriller|Horror
